Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2021-11-29,159.3699951171875,161.19000244140625,158.7899932861328,160.24000549316406,160.03610229492188,88748200,AAPL
2021-11-30,159.99000549316406,165.52000427246094,159.9199981689453,165.3000030517578,165.0896759033203,174048100,AAPL
2021-12-01,167.47999572753906,170.3000030517578,164.52999877929688,164.77000427246094,164.5603485107422,152052500,AAPL
2021-12-02,158.74000549316406,164.1999969482422,157.8000030517578,163.75999450683594,163.55162048339844,136739200,AAPL
2021-12-03,164.02000427246094,164.9600067138672,159.72000122070312,161.83999633789062,161.63406372070312,117938300,AAPL
2021-12-06,164.2899932861328,167.8800048828125,164.27999877929688,165.32000732421875,165.10964965820312,107497000,AAPL
2021-12-07,169.0800018310547,171.5800018310547,168.33999633789062,171.17999267578125,170.96217346191406,120405400,AAPL
2021-12-08,172.1300048828125,175.9600067138672,170.6999969482422,175.0800018310547,174.8572235107422,116998900,AAPL
2021-12-09,174.91000366210938,176.75,173.9199981689453,174.55999755859375,174.33787536621094,108923700,AAPL
2021-12-10,175.2100067138672,179.6300048828125,174.69000244140625,179.4499969482422,179.22166442871094,115228100,AAPL
2021-12-13,181.1199951171875,182.1300048828125,175.52999877929688,175.74000549316406,175.51638793945312,153237000,AAPL
2021-12-14,175.25,177.74000549316406,172.2100067138672,174.3300018310547,174.10818481445312,139380400,AAPL
2021-12-15,175.11000061035156,179.5,172.30999755859375,179.3000030517578,179.0718536376953,131063300,AAPL
2021-12-16,179.27999877929688,181.13999938964844,170.75,172.25999450683594,172.04080200195312,150185800,AAPL
2021-12-17,169.92999267578125,173.47000122070312,169.69000244140625,171.13999938964844,170.9222412109375,195432700,AAPL
2021-12-20,168.27999877929688,170.5800018310547,167.4600067138672,169.75,169.53399658203125,107499100,AAPL
2021-12-21,171.55999755859375,173.1999969482422,169.1199951171875,172.99000549316406,172.76988220214844,91185900,AAPL
2021-12-22,173.0399932861328,175.86000061035156,172.14999389648438,175.63999938964844,175.41650390625,92135300,AAPL
2021-12-23,175.85000610351562,176.85000610351562,175.27000427246094,176.27999877929688,176.05569458007812,68356600,AAPL
2021-12-27,177.08999633789062,180.4199981689453,177.07000732421875,180.3300018310547,180.1005401611328,74919600,AAPL
2021-12-28,180.16000366210938,181.3300018310547,178.52999877929688,179.2899932861328,179.06185913085938,79144300,AAPL
2021-12-29,179.3300018310547,180.6300048828125,178.13999938964844,179.3800048828125,179.15174865722656,62348900,AAPL
2021-12-30,179.47000122070312,180.57000732421875,178.08999633789062,178.1999969482422,177.97325134277344,59773000,AAPL
2021-12-31,178.08999633789062,179.22999572753906,177.25999450683594,177.57000732421875,177.34405517578125,64062300,AAPL
2022-01-03,177.8300018310547,182.8800048828125,177.7100067138672,182.00999450683594,181.7783966064453,104487900,AAPL
2022-01-04,182.6300048828125,182.94000244140625,179.1199951171875,179.6999969482422,179.47134399414062,99310400,AAPL
2022-01-05,179.61000061035156,180.1699981689453,174.63999938964844,174.9199981689453,174.69741821289062,94537600,AAPL
2022-01-06,172.6999969482422,175.3000030517578,171.63999938964844,172.0,171.78114318847656,96904000,AAPL
2022-01-07,172.88999938964844,174.13999938964844,171.02999877929688,172.1699981689453,171.950927734375,86580100,AAPL
2022-01-10,169.0800018310547,172.5,168.1699981689453,172.19000244140625,171.9709014892578,106765600,AAPL
2022-01-11,172.32000732421875,175.17999267578125,170.82000732421875,175.0800018310547,174.8572235107422,76138300,AAPL
2022-01-12,176.1199951171875,177.17999267578125,174.82000732421875,175.52999877929688,175.306640625,74805200,AAPL
2022-01-13,175.77999877929688,176.6199951171875,171.7899932861328,172.19000244140625,171.9709014892578,84505800,AAPL
2022-01-14,171.33999633789062,173.77999877929688,171.08999633789062,173.07000732421875,172.84979248046875,80355000,AAPL
2022-01-18,171.50999450683594,172.5399932861328,169.41000366210938,169.8000030517578,169.5839385986328,90956700,AAPL
2022-01-19,170.0,171.0800018310547,165.94000244140625,166.22999572753906,166.0184783935547,94815000,AAPL
2022-01-20,166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,164.3006591796875,91420500,AAPL
2022-01-21,164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,162.20335388183594,122848900,AAPL
2022-01-24,160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,161.41433715820312,162294600,AAPL
2022-01-25,158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,159.57669067382812,115798400,AAPL
2022-01-26,163.5,164.38999938964844,157.82000732421875,159.69000244140625,159.48680114746094,108275300,AAPL
2022-01-27,162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,159.0174102783203,121954600,AAPL
2022-01-28,165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,170.11326599121094,179935700,AAPL
2022-01-31,170.16000366210938,175.0,169.50999450683594,174.77999877929688,174.55760192871094,115541600,AAPL
2022-02-01,174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,174.3878173828125,86213900,AAPL
2022-02-02,174.75,175.8800048828125,173.3300018310547,175.83999633789062,175.6162567138672,84914300,AAPL
2022-02-03,174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,172.67999267578125,89418100,AAPL
2022-02-04,171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,172.38999938964844,82391400,AAPL
